Word,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Status,SupportStrength,MatchCount,MatchExamples,Definitions,ExampleSentence,JmDictWordId
名,な,24,826,0,covered_as_component_in_flashcard_entry,3,3,pokemon-scarlet-violet:term:名前(なまえ) via entry/front contains 名前 | pokemon-scarlet-violet:term:有名(ゆうめい) via entry/front contains 有名 | pokemon-scarlet-violet:term:名乗る(なのる) via entry/front contains 名乗る,"name,given name,title,fame,renown,reputation,pretext,pretense,justification,appearance",自分謙虚やなぁ彼女の**名**はチリまいど！,1531330
変,へん,21,324,1,covered_as_component_in_flashcard_entry,3,7,duel-masters-dm25:term:変更(へんこう) via entry/front contains 変更 | pokemon-scarlet-violet:term:大変(たいへん) via entry/front contains 大変 | pokemon-scarlet-violet:term:変わる(かわる) via entry/front contains 変わる | pokemon-scarlet-violet:term:変更(へんこう) via entry/front contains 変更 | pokemon-scarlet-violet:term:能力変化(のうりょくへんか) via entry/front contains 能力変化 | pokemon-scarlet-violet:term:気が変わったら よろしくね(きがかわったら よろしくね) via entry/front contains 気が変わったらよろしくね | pokemon-scarlet-violet:term:変身(へんしん) via entry/front contains 変身,"strange,odd,peculiar,weird,curious,eccentric,funny,suspicious,fishy,unexpected,change,incident,disturbance,disaster,accident,emergency,flat",声はデカイしスキンシップヤバいしボタちゃんとか**変な**呼び方するし！,1510640
回,かい,20,1357,1,covered_as_component_in_flashcard_entry,3,10,duel-masters-dm25:grammar:～を{{2回|にかい}}{{行|おこな}}う(にかいおこなう) via entry/front contains を2回行う | duel-masters-dm25:grammar:～しか ... ない(しか) via entry/front contains 使用可能マナは3しか回復しない | pokemon-scarlet-violet:term:回復(かいふく) via entry/front contains 回復 | pokemon-scarlet-violet:term:一回(いっかい) via entry/front contains 一回 | pokemon-scarlet-violet:term:今回(こんかい) via entry/front contains 今回 | pokemon-scarlet-violet:term:回避率(かいひりつ) via entry/front contains 回避率 | pokemon-scarlet-violet:term:おまかせ回復(おまかせかいふく) via entry/front contains おまかせ回復 | pokemon-scarlet-violet:term:回復させる(かいふくさせる) via entry/front contains 回復させる,"counter for occurrences,a time,an instance,inning (baseball),round,game,episode,chapter,instalment,Hui (people),Islam",今エントリーしてる人数的に多分４**回**くらい勝てば優勝かな！,1199330
形,かたち,20,692,2,covered_as_component_in_flashcard_entry,3,8,duel-masters-dm25:term:刻解人形ジェニー・ジェーン(こくかいにんぎょう じぇにー じぇーん) via entry/front contains 刻解人形ジェニジェン | pokemon-scarlet-violet:grammar:可能形 via entry/front contains 可能形 | pokemon-scarlet-violet:grammar:た形 via entry/front contains た形 | pokemon-scarlet-violet:grammar:て形 via entry/front contains て形 | pokemon-scarlet-violet:grammar:ない形 via entry/front contains ない形 | pokemon-scarlet-violet:grammar:ます / 辞書形 via entry/front contains ます/辞書形 | pokemon-scarlet-violet:grammar:辞書形 + な via entry/front contains 辞書形+な | web-giapponese:grammar:〜すると(すると) via entry/front contains 動詞普通形+と,"(physical) form,shape,figure,visage,(facial) features,appearance (of a person),figure,looks,form (as opposed to substance),manner (of action),style,(outward) appearance,(resultant) state,situation,condition,form,behaviour (towards others),attitude,demeanor,manners,shape (positional qualities of a group of stones)",太陽のような花の**形**をしていていつも微笑んでいる姿が特徴的。,1250220
始まる,はじまる,20,446,0,covered_as_component_in_flashcard_entry,3,1,duel-masters-dm25:grammar:～で始まる(ではじまる) via entry/front contains で始まる,"to begin,to start,to commence,to happen (again),to begin (anew),to date (from),to originate (in)",けっこー話題の人だよあそうだ宝探しってやつ**始まった**んでしょー？,1307500
本当に,ほんとうに,20,248,"5,0",covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:本当に よろしいですか？(ほんとうに よろしいですか) via entry/front contains 本当によろしいですか,"really,truly",よかった**本当に**心配した…。！,1611580
家,いえ,19,195,2,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:家庭科(かていか) via entry/front contains 家庭科,"house,residence,dwelling,home,family,household,lineage,family name",……ひとの**家**の冷蔵庫を勝手に開けるのはやめておこう！,1191730
手,て,19,160,1,covered_as_component_in_flashcard_entry,3,31,duel-masters-dm25:term:ブロッカー(ぶろっかー) via entry/front contains 相手プレイヤを攻撃できない相手のクリチャが攻撃する時かわりにこのクリチャをタップしてもよい | duel-masters-dm25:term:手札(てふだ) via entry/front contains 手札 | duel-masters-dm25:term:相手(あいて) via entry/front contains 相手 | duel-masters-dm25:term:破壊(はかい) via entry/front contains 相手のパワ2000以下のクリチャをすべて破壊する | duel-masters-dm25:term:すべて(すべて) via entry/front contains その中からメタリカドラゴン呪文をすべて手札に加え | duel-masters-dm25:term:入手(にゅうしゅ) via entry/front contains 入手 | duel-masters-dm25:term:パックから入手(パックからにゅうしゅ) via entry/front contains パックから入手 | duel-masters-dm25:grammar:～時 / ～た時(とき / たとき) via entry/front contains 相手のタン中に相手のマナゾンにあるカドの枚数よりコストが大きい相手のクリチャが出る時,"hand,arm,forepaw,foreleg,handle,hand,worker,help,trouble,care,effort,means,way,trick,move,technique,workmanship,hand,handwriting,kind,type,sort,one's hands,one's possession,ability to cope,hand (of cards),direction,move (in go, shogi, etc.)",お前さんにゃ恩義はあるがどっこい**手**は抜かんからな！,1327190
体,からだ,19,317,1,covered_as_component_in_flashcard_entry,3,7,duel-masters-dm25:term:自身(じしん) via entry/front contains 各プレイヤは自身のクリチャを1体選び | duel-masters-dm25:term:最大(さいだい) via entry/front contains 最大1体ずつ選び | duel-masters-dm25:grammar:あれば / ～であれば(あれば / であれば) via entry/front contains 自分の闇のクリチャが2体以上あれば | duel-masters-dm25:grammar:～てから via entry/front contains その中から呪文を1枚またはメタリカを1体相手に見せてから手札に加えてもよい | pokemon-scarlet-violet:term:体力(たいりょく) via entry/front contains 体力 | pokemon-scarlet-violet:term:正体(しょうたい) via entry/front contains 正体 | pokemon-scarlet-violet:grammar:frase relativa (連体修飾) via entry/front contains fraserelativa連体修飾,"body,torso,trunk,build,physique,frame,figure,health,constitution",もポケモンも**体**温まって準備万端だ！,1409140
以外,いがい,18,436,1,covered_as_component_in_flashcard_entry,3,2,duel-masters-dm25:grammar:～以外の方法で(いがいのほうほうで) via entry/front contains 以外の方法で | duel-masters-dm25:grammar:それ以外なら(それいがいなら) via entry/front contains それ以外なら,"excluding,except (for),apart from,other than,besides,in addition to,outside (a boundary, scope, etc.)",シュウメイ殿にはスター団**以外**にもぼくっていう同胞がいるんだって！,1155090
見える,みえる,18,144,2,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:grammar:～ようだ / ～ように見える via entry/front contains ようだ/ように見える,"to be seen,to be visible,to be in sight,to look,to seem,to appear,to come",カーテンの隙間からビーチが**見える**！,1259140
景,けい,17,26633,1,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:景色(けしき) via entry/front contains 景色,"vista,view,scene,scenic view,counter for scenes (in a play)",・２つ・３つ・４つ４パルデア十**景**で１００万ボルトの夜景と呼ばれている町の名前は？,2664230
残り,のこり,17,1211,3,covered_as_component_in_flashcard_entry,3,1,duel-masters-dm25:grammar:残りのゲーム中(のこりのげーむちゅう) via entry/front contains 残りのゲム中,"remainder,remnant,the rest,what is left,balance,leftovers",なら絶対チャンピオンランクになる**残り**のジムも絶対ぜたい大丈夫だから！,1304480
十,じゅう,17,2497,"1,0",covered_as_component_in_flashcard_entry,3,1,duel-masters-dm25:term:轟破天九十九語(ごうはてんつくもがたり) via entry/front contains 轟破天九十九語,"ten,10,ten years of age,book containing a collection of poems",・２つ・３つ・４つ４パルデア**十**景で１００万ボルトの夜景と呼ばれている町の名前は？,1579840
色,いろ,15,888,2,covered_as_component_in_flashcard_entry,3,6,duel-masters-dm25:term:無色呪文(むしょく じゅもん) via entry/front contains 無色呪文 | duel-masters-dm25:term:多色(たしょく) via entry/front contains 多色 | duel-masters-dm25:grammar:こうして見せた無色カード1枚につき(こうしてみせたむしょくかーどいちまいにつき) via entry/front contains こうして見せた無色カド1枚につき | pokemon-scarlet-violet:term:色違い(いろちがい) via entry/front contains 色違い | pokemon-scarlet-violet:term:景色(けしき) via entry/front contains 景色 | web-giapponese:term:色々(いろいろ) via entry/front contains 色々,"colour,color,hue,tint,tinge,shade,complexion,skin colour,skin color,look (on one's face),expression,appearance,air,feeling,personality,character,tone (of one's voice, etc.),tune,sound,ring,love,lust,sensuality,love affair,lover,paramour,beauty,sexiness,physical appeal,kind,type,variety",フラベベはいろんな**色**がいるけどわたしは赤いフラベベが好き！,1357600
方,ほう,15,163,1,covered_as_component_in_flashcard_entry,3,8,duel-masters-dm25:grammar:～以外の方法で(いがいのほうほうで) via entry/front contains 以外の方法で | pokemon-scarlet-violet:term:地方(ちほう) via entry/front contains 地方 | pokemon-scarlet-violet:term:味方(みかた) via entry/front contains 味方 | pokemon-scarlet-violet:term:方法(ほうほう) via entry/front contains 方法 | pokemon-scarlet-violet:term:〜のやり方(〜のやりかた) via entry/front contains のやり方 | pokemon-scarlet-violet:term:方角(ほうがく) via entry/front contains 方角 | pokemon-scarlet-violet:term:動き方(うごきかた) via entry/front contains 動き方 | web-giapponese:term:考え方(かんがえかた) via entry/front contains 考え方,"direction,way,side,area (in a particular direction),side (of an argument, etc.),one's part,type,category,field (of study, etc.),indicates one side of a comparison,way,method,manner,means,length (of each side of a square)",それでは最後に一番大事な質問です貴方が一番好きなジムリーダーはどの**方**ですか？,1516930
用,よう,15,519,1,covered_as_component_in_flashcard_entry,3,9,duel-masters-dm25:term:使用(しよう) via entry/front contains 使用 | duel-masters-dm25:term:使用可能(しようかのう) via entry/front contains 使用可能 | duel-masters-dm25:grammar:～しか ... ない(しか) via entry/front contains 使用可能マナは3しか回復しない | gundam-arsenal-base:term:ゲルググメナース(ルナマリア・ホーク専用機)(げるぐぐめなーす るなまりあほーくせんようき) via entry/front contains ゲルググメナスルナマリアホク専用機 | gundam-arsenal-base:term:専用機(せんようき) via entry/front contains 専用機 | gundam-arsenal-base:grammar:～専用機 via entry/front contains 専用機 | pokemon-scarlet-violet:term:用意(ようい) via entry/front contains 用意 | pokemon-scarlet-violet:term:使用(しよう) via entry/front contains 使用,"business,task,errand,engagement,use,purpose,for the use of ...,used for ...,made for ...,call of nature,excretion",……**用**は済んだろひとりにさせろよスター団のメロコ会ってほしいポケモンがいる……なんだテメーボウ！,1546200
２つ,ふたつ,14,1652,"0,3",covered_as_component_in_flashcard_entry,3,2,duel-masters-dm25:term:B・A・D 2(びーえーでぃーつー) via entry/front contains このクリチャの召喚コストを2つ少なくしてもよいそうした場合このタン終了時にこのクリチャを破壊する | duel-masters-dm25:grammar:～ずつ(ずつ) via entry/front contains バトルゾンと墓地から2つずつ選ぶ,two,**２つ**のヨロイから１つをえらんでへんしんしてゲンガーをやっつけて！,1461160
絵,え,14,1686,1,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:挿絵(さしえ) via entry/front contains 挿絵,"picture,drawing,painting,sketch,image (TV, film, etc.),picture,footage",タイトル『ストレッチする女』……えもいわれぬ**絵**だ！,1202270
分,ぶん,14,520,1,covered_as_component_in_flashcard_entry,3,21,duel-masters-dm25:term:自分(じぶん) via entry/front contains 自分 | duel-masters-dm25:term:分解(ぶんかい) via entry/front contains 分解 | duel-masters-dm25:term:スーパー・S・トリガー(すーぱーしーるどとりがー) via entry/front contains その時自分のシルドが1つもなければこのカドに能力を与える | duel-masters-dm25:term:表向き(おもてむき) via entry/front contains 表向きのまま自分のシルド1つの上に置く | duel-masters-dm25:term:無月の門(むげつのもん) via entry/front contains 自分の魔導具が出た時4枚の魔導具の上にコストを払わずに召喚してもよい | duel-masters-dm25:term:山札の上から1枚目(やまふだのうえからいちまいめ) via entry/front contains 自分の山札の上から1枚目を表向きにする | duel-masters-dm25:term:山札の一番下(やまふだのいちばんした) via entry/front contains 自分の山札の一番下に置く | duel-masters-dm25:term:持つ(もつ) via entry/front contains 自分のマナゾンにあるカドの枚数以下のコストを持つドラゴンエレメント,"part,portion,share,amount,worth (as in ""two days' worth""),enough (for),one's means,one's place,one's lot,one's social position,one's duty,one's part,condition,state (of affairs),extent,rate (as in ""at this rate""),in proportion to,just as much as,to the same degree,content (e.g. alcohol),percentage,equivalent to (e.g. an old brother)",でも強さ１０倍で１０匹**分**ですキョジオーンさんもう少しかくばってくださいないいわー！,1502860
気,き,13,245,0,covered_as_component_in_flashcard_entry,3,13,pokemon-scarlet-violet:term:元気(げんき) via entry/front contains 元気 | pokemon-scarlet-violet:term:気持ち(きもち) via entry/front contains 気持ち | pokemon-scarlet-violet:term:気をつけて(きをつけて) via entry/front contains 気をつけて | pokemon-scarlet-violet:term:本気(ほんき) via entry/front contains 本気 | pokemon-scarlet-violet:term:気分(きぶん) via entry/front contains 気分 | pokemon-scarlet-violet:term:本気で(ほんきで) via entry/front contains 本気で | pokemon-scarlet-violet:term:お気に入り(おきにいり) via entry/front contains お気に入り | pokemon-scarlet-violet:term:一気に(いっきに) via entry/front contains 一気に,"spirit,mind,heart,nature,disposition,intention,mind,will,motivation,mood,feelings,consciousness,care,attention,consideration,worry,interest,(the) air,atmosphere,ambience,atmosphere (of),air (of),mood,fragrance,aroma,flavour,taste,qi (in traditional Chinese philosophy and medicine),chi,ki",足もと**気**ィつけやちぃと揺れるからなあ！,1221520
小さい,ちいさい,13,619,3,covered_as_component_in_flashcard_entry,3,1,duel-masters-dm25:term:最も小さい(もっともちいさい) via entry/front contains 最も小さい,"small,little,tiny,slight,below average (in degree, amount, etc.),minor,small,low (e.g. sound),soft (e.g. voice),unimportant,petty,insignificant,trifling,trivial,young,juvenile",大きかったり**小さかったり**でほめてくれる人がこの町にいるみたいよピカチュウのうなじかわいいー！,1347750
お疲れ,おつかれ,12,1810,0,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:お疲れさまです(おつかれさまです) via entry/front contains お疲れさまです,"thanks (for coming, helping, etc.),glad you could make it,tiredness,fatigue",お待ちくださいさんのポケモンは少し**お疲れ**のようですよごめーん！,2827267
間,あいだ,12,308,0,covered_as_component_in_flashcard_entry,3,9,duel-masters-dm25:term:交換期間(こうかんきかん) via entry/front contains 交換期間 | duel-masters-dm25:term:販売期間(はんばいきかん) via entry/front contains 販売期間 | pokemon-scarlet-violet:term:時間(じかん) via entry/front contains 時間 | pokemon-scarlet-violet:term:仲間(なかま) via entry/front contains 仲間 | pokemon-scarlet-violet:term:中間テスト(ちゅうかんてすと) via entry/front contains 中間テスト | pokemon-scarlet-violet:term:制限時間(せいげんじかん) via entry/front contains 制限時間 | pokemon-scarlet-violet:term:あっという間に(あっというまに) via entry/front contains あっという間に | pokemon-scarlet-violet:grammar:～間 / ～間に via entry/front contains 間/間に,"space (between),gap,interval,distance,stretch,period of time (during, while),duration,interval,between (two parties or things),among (a group),relations (between),relationship,midpoint,average,halfway,middle ground,due to,because of",がリーグに挑んでる**間**ポケモンの技の組み合わせ全パターン見なおさないと！,1215230
当,とう,12,5844,1,covered_as_component_in_flashcard_entry,3,4,pokemon-scarlet-violet:term:本当(ほんとう) via entry/front contains 本当 | pokemon-scarlet-violet:term:本当に よろしいですか？(ほんとうに よろしいですか) via entry/front contains 本当によろしいですか | pokemon-scarlet-violet:term:担当(たんとう) via entry/front contains 担当 | pokemon-scarlet-violet:term:お弁当(おべんとう) via entry/front contains お弁当,"this,our,the ... in question,the said ...,right,justice,fairness,checking account",殿堂バッジ記録**当**アカデミーでは素晴らしい功績をあげた生徒に殿堂バッジを贈呈しています。,2081170
味,あじ,12,1013,0,covered_as_component_in_flashcard_entry,3,3,pokemon-scarlet-violet:term:意味(いみ) via entry/front contains 意味 | pokemon-scarlet-violet:term:味方(みかた) via entry/front contains 味方 | pokemon-scarlet-violet:term:調味料(ちょうみりょう) via entry/front contains 調味料,"flavor,flavour,taste,charm,appeal,uniqueness,attractiveness,experience,taste (e.g. of victory),smart,clever,witty,strange,aji,position that has some lingering potential that may be exploited later in the game",お店で手作りプロの**味**！,1526960
完成,かんせい,11,1416,0,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:図鑑完成(ずかんかんせい) via entry/front contains 図鑑完成,"completion,perfection,accomplishment",わたしの質問に図鑑の**完成**を目指すって言ってくれたよね！,1211490
心,こころ,11,277,"2,3",covered_as_component_in_flashcard_entry,3,3,pokemon-scarlet-violet:term:心配(しんぱい) via entry/front contains 心配 | pokemon-scarlet-violet:term:安心(あんしん) via entry/front contains 安心 | web-giapponese:term:初心者(しょしんしゃ) via entry/front contains 初心者,"mind,heart,spirit,the meaning of a phrase (riddle, etc.)",坂道が思ってたよりキツくてへとへとこんなときは食事して**心**も体もリフレッシュ！,1360480
命中,めいちゅう,11,9087,0,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:命中率(めいちゅうりつ) via entry/front contains 命中率,"(direct) hit,hitting the mark",**命中**で話題にあがるのはなみのりとハイドロポンプかしら？,1532090
１つ,ひとつ,10,1121,2,covered_as_component_in_flashcard_entry,3,7,duel-masters-dm25:term:スーパー・S・トリガー(すーぱーしーるどとりがー) via entry/front contains その時自分のシルドが1つもなければこのカドに能力を与える | duel-masters-dm25:term:表向き(おもてむき) via entry/front contains 表向きのまま自分のシルド1つの上に置く | duel-masters-dm25:grammar:1つずつ(ひとつずつ) via entry/front contains 1つずつ | duel-masters-dm25:grammar:～のうち(のうち) via entry/front contains 次のうちいずれか1つを選ぶ | duel-masters-dm25:grammar:いずれか(いずれか) via entry/front contains いずれか1つ | duel-masters-dm25:grammar:1つでも(ひとつでも) via entry/front contains 1つでも | duel-masters-dm25:grammar:そのカードと同じ文明を1つでも持つ(そのカードとおなじぶんめいをひとつでももつ) via entry/front contains そのカドと同じ文明を1つでも持つ,"one,for one thing,only,(not) even,just (e.g. ""just try it""),some kind of,one type of",２つのヨロイから**１つ**をえらんでへんしんしてゲンガーをやっつけて！,1160820
ＯＫ,オーケー,10,2900,"1,2,3",covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:これでＯＫ(これでおーけー) via entry/front contains これでOK,"OK,okay,fine (without),not needed,unnecessary,all right",スター団にケンカ売るなんてキミってマジ命知らずだよさわりは**ＯＫ**！,1031600
異常,いじょう,10,1689,0,covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:状態異常(じょうたいいじょう) via entry/front contains 状態異常,"abnormal,unusual,extraordinary,remarkable,uncommon",きのみをあげる状態**異常**にする力の差を見せるあれれー？,1157760
下,した,10,442,"1,0",covered_as_component_in_flashcard_entry,3,14,duel-masters-dm25:term:破壊(はかい) via entry/front contains 相手のパワ2000以下のクリチャをすべて破壊する | duel-masters-dm25:term:山札の一番下(やまふだのいちばんした) via entry/front contains 山札の一番下 | duel-masters-dm25:term:一番下(いちばんした) via entry/front contains 一番下 | duel-masters-dm25:term:持つ(もつ) via entry/front contains 自分のマナゾンにあるカドの枚数以下のコストを持つドラゴンエレメント | duel-masters-dm25:term:下記(かき) via entry/front contains 下記 | duel-masters-dm25:term:下記に表示している(かきにひょうじしている) via entry/front contains 下記に表示している | duel-masters-dm25:grammar:～以下 / ～以上(いか / いじょう) via entry/front contains 以下/以上 | duel-masters-dm25:grammar:～ように via entry/front contains 6以下になるよう,"below,down,under,younger (e.g. daughter),bottom,beneath,underneath,just after,right after,inferiority,one's inferior (i.e. one's junior),trade-in,preliminary,preparatory",**下**に着いたら連絡する無事を祈っているよ……強引なヤツエリアゼロのポケモン楽しみ！,1184140
坂,さか,10,7323,"2,1",covered_as_component_in_flashcard_entry,3,1,pokemon-scarlet-violet:term:坂道(さかみち) via entry/front contains 坂道,"slope,incline,hill,milestone,(age) mark",町の中は**坂**とか階段多いからひと休みして追いかけるね！,1297110
体,たい,10,1681,1,covered_as_component_in_flashcard_entry,3,7,duel-masters-dm25:term:自身(じしん) via entry/front contains 各プレイヤは自身のクリチャを1体選び | duel-masters-dm25:term:最大(さいだい) via entry/front contains 最大1体ずつ選び | duel-masters-dm25:grammar:あれば / ～であれば(あれば / であれば) via entry/front contains 自分の闇のクリチャが2体以上あれば | duel-masters-dm25:grammar:～てから via entry/front contains その中から呪文を1枚またはメタリカを1体相手に見せてから手札に加えてもよい | pokemon-scarlet-violet:term:体力(たいりょく) via entry/front contains 体力 | pokemon-scarlet-violet:term:正体(しょうたい) via entry/front contains 正体 | pokemon-scarlet-violet:grammar:frase relativa (連体修飾) via entry/front contains fraserelativa連体修飾,"body,physique,posture,shape,form,style,substance,identity,reality,field,counter for humanoid forms (e.g. dolls, statues, corpses, etc.),typeface,type",大きなパイプがひしゃげた状態で横たわっている結晶**体**がユニットを浸食している…。？,1409150
代わり,かわり,10,820,0,covered_as_component_in_flashcard_entry,3,1,duel-masters-dm25:grammar:かわりに via entry/front contains 代わりに,"substitute,replacement,substituting,replacing,stand-in,proxy,alternate,deputy,relief,successor,compensation,exchange,return,another helping,second helping,seconds,refill,upcoming program,upcoming programme",ちょっと手続きが必要だから**代わり**にやってくるね！,1590770
大,だい,10,795,1,covered_as_component_in_flashcard_entry,3,17,duel-masters-dm25:term:最も大きい(もっともおおきい) via entry/front contains 最も大きい | duel-masters-dm25:term:大きい(おおきい) via entry/front contains 大きい | duel-masters-dm25:term:最大(さいだい) via entry/front contains 最大 | duel-masters-dm25:grammar:～時 / ～た時(とき / たとき) via entry/front contains 相手のタン中に相手のマナゾンにあるカドの枚数よりコストが大きい相手のクリチャが出る時 | duel-masters-dm25:grammar:～より(より) via entry/front contains 枚数よりコストが大きい | pokemon-scarlet-violet:term:大丈夫(だいじょうぶ) via entry/front contains 大丈夫 | pokemon-scarlet-violet:term:大丈夫？(だいじょうぶ？) via entry/front contains 大丈夫 | pokemon-scarlet-violet:term:大事(だいじ) via entry/front contains 大事,"large,big,great,huge,vast,major,important,serious,severe,great,prominent,eminent,distinguished,-sized,as big as,the size of,university,large (e.g. serving size),large option,long month (i.e. having 31 days)",難易度の高すぎる**大**探索は大穴のその神秘性を高めるのにさぞや貢献しただろうなああ…。！,2082450
的,てき,10,817,0,covered_as_component_in_flashcard_entry,3,2,pokemon-scarlet-violet:term:目的地(もくてきち) via entry/front contains 目的地 | pokemon-scarlet-violet:term:本格的(ほんかくてき) via entry/front contains 本格的,"-ical,-ive,-al,-ic,-y,-like,-ish,-sort of,-kind of,(something) like,along the lines of,-wise,in terms of,for,from the viewpoint of,from a ... standpoint,as far as ... is concerned,Mr.,Ms.,Mrs.",スター団で一番強いボスさトレーナーでいうトップチャンピオン**的な**？,1437260
聞く,きく,86,62,0,seen_as_inflected_form_in_flashcard_text,4,3,pokemon-scarlet-violet:term:先輩(せんぱい) via inflected/text 聞き | pokemon-scarlet-violet:term:鳴き声(なきごえ) via inflected/text 聞こ | pokemon-scarlet-violet:term:目指す(めざす) via inflected/text 聞か,"to hear,to listen (e.g. to music),to ask,to enquire,to query,to hear about,to hear of,to learn of,to follow (advice, order, etc.),to obey,to listen to,to comply with,to hear (e.g. a plea),to grant (a request),to accept (e.g. an argument),to give consideration to,to smell (esp. incense),to sample (a fragrance),to taste (alcohol),to try",どうしてもあんたに会って直接話がしたいそうだシュウメイ殿**聞いて**！,1591110
待つ,まつ,84,80,1,seen_as_inflected_form_in_flashcard_text,4,11,pokemon-scarlet-violet:term:もう(もう) via inflected/text 待っ | pokemon-scarlet-violet:term:待って(まって) via inflected/text 待っ | pokemon-scarlet-violet:term:場所(ばしょ) via inflected/text 待っ | pokemon-scarlet-violet:term:〜してくれる？(〜してくれる？) via inflected/text 待っ | pokemon-scarlet-violet:term:ちょっと待って(ちょっとまって) via inflected/text 待っ | pokemon-scarlet-violet:term:ずっと(ずっと) via inflected/text 待っ | pokemon-scarlet-violet:term:しばらく お待ちください(しばらく おまちください) via inflected/text 待ち | pokemon-scarlet-violet:grammar:～てる via inflected/text 待っ,"to wait,to await,to look forward to,to anticipate,to depend on,to need",バトルコートで**待ってる**からー！,1410590
違う,ちがう,76,111,2,seen_as_inflected_form_in_flashcard_text,4,2,pokemon-scarlet-violet:term:色違い(いろちがい) via inflected/text 違い | pokemon-scarlet-violet:grammar:～だって via inflected/text 違え,"to differ (from),to be different,to be distinct,to be unlike,to vary,to disagree (with),to be wrong,to be incorrect,to be mistaken,to become abnormal,to go wrong,isn't it?,wasn't it?",ボックスはポケモンをあずけるもの生まれるとはちょっと**違います**かねえ？,1158880
食べる,たべる,76,197,2,seen_as_inflected_form_in_flashcard_text,4,3,pokemon-scarlet-violet:grammar:～たい via inflected/text 食べた | pokemon-scarlet-violet:grammar:可能形 via inflected/text 食べら | pokemon-scarlet-violet:grammar:～よう via inflected/text 食べよう,"to eat,to live on (e.g. a salary),to live off,to subsist on",寝る前にお菓子**食べて**も怒られないんでしょ？,1358280
入る,はいる,60,105,0,seen_as_inflected_form_in_flashcard_text,4,21,duel-masters-dm25:term:カード交換(かーどこうかん) via inflected/text 入れ | duel-masters-dm25:term:ドラゴンギルド(どらごんぎるど) via inflected/text 入っ | duel-masters-dm25:term:革命チェンジ(かくめいチェンジ) via inflected/text 入れ | duel-masters-dm25:term:入れ替える(いれかえる) via inflected/text 入れ | duel-masters-dm25:grammar:～時 / ～た時(とき / たとき) via inflected/text 入っ | duel-masters-dm25:grammar:～を選択(をせんたく) via inflected/text 入れ | duel-masters-dm25:grammar:～てから via inflected/text 入れ | duel-masters-dm25:grammar:～でも～でもない(でも でも ない) via inflected/text 入ら,"to enter,to come in,to go in,to get in,to arrive,to join (a club, company, etc.),to enter (a university, the army, etc.),to enroll (in),to go into (e.g. politics),to get into,to be contained (in),to be included (in),to be inside (e.g. a box),to come under (a heading),to belong (in a category),to (be able to) fit (in a container, building, etc.),to be (able to be) held,to be (able to be) accommodated,to be introduced,to be brought in,to be installed,to be received,to be obtained,to be scored (of points),to be won (of votes),to turn on,to start functioning,to start working,to enter (a month, season, etc.),to reach (e.g. a climax),to get to (e.g. the main topic),to enter into (e.g. negotiations),to start (doing),to begin,to form (of a crack, fissure, etc.),to develop,to be put in (of effort, spirit, feeling, etc.),to be applied (e.g. of strength),to be ready (of tea, coffee, etc.),to be made,to enter the body (of alcohol),to become drunk",あの子最近**入った**んだけどかなり態度悪いんだよね…。,1465590
呼ぶ,よぶ,43,187,0,seen_as_inflected_form_in_flashcard_text,4,8,gundam-arsenal-base:term:アミューズメントICカード(あみゅーずめんとあいしーかーど) via inflected/text 呼び | gundam-arsenal-base:term:呼び出す(よびだす) via inflected/text 呼び | gundam-arsenal-base:term:アマテ・ユズリハ(マチュ)(あまてゆずりは まちゅ) via inflected/text 呼び | gundam-arsenal-base:grammar:～(～) via inflected/text 呼び | pokemon-scarlet-violet:term:緊急事態(きんきゅうじたい) via inflected/text 呼び | pokemon-scarlet-violet:term:守護者(しゅごしゃ) via inflected/text 呼ば | pokemon-scarlet-violet:term:学籍番号(がくせきばんごう) via inflected/text 呼ば | pokemon-scarlet-violet:term:校長室(こうちょうしつ) via inflected/text 呼ば,"to call out (to),to call,to invoke,to summon (a doctor, etc.),to invite,to designate,to name,to brand,to garner (support, etc.),to gather,to take as one's wife",お姉ちゃんもいるしわたしはやりたいようにやってるよーお父さまって**呼んで**んだ…。！？,1266440
